4.412049471892521835e-01 -1.806670932562842058e+00 1.701812264757572857e-01
3.200616767851136579e-01 1.935393766346077959e-01 1.143500014914732299e+00
2.783469505513651576e-01 -1.516504936732924191e-01 -2.190883953743569257e-02
1.568021093965042412e-01 4.320210843225857911e-01 2.163547532772029380e-01
2.650875242963034450e-01 1.293071578304032521e-01 -1.420760571590094501e-01
2.979333210749534055e-01 7.706954853989528287e-01 -5.258577915461244423e-01
1.905358393957570784e-01 1.664015202730069198e+00 2.488544288597287490e-01
3.406446226457287008e-01 4.464788787170776430e-01 -1.763367683956945875e+00
3.253887407011493149e-01 -3.587984755235514855e-01 1.601709083279370782e+00
3.929380121582932150e-01 -1.973411145124801536e+00 1.063339322984871549e+00
2.480677921121962615e-01 -9.633488717799054690e-01 1.302536712062235313e+00
4.118129429268315156e-01 -1.748471380743868986e+00 -1.800072283497835268e-01
5.021588946659165664e-01 -1.317823337127001171e+00 1.770589181635912612e-01
4.102194910808067974e-01 -1.584863897510709885e+00 -1.745790543509753601e+00
4.412955187356651932e-01 -3.743739514868714702e-01 9.950831669693941395e-01
3.616626782597131551e-01 -1.932910382270402322e-03 1.172166309377474125e+00
4.017496332055311425e-01 -5.528173887784120222e-01 -9.496214774843854123e-01
2.661676330856387884e-01 -2.177395573675148244e-01 5.918198825022187304e-01
3.283949164887225991e-01 -6.750644884747863950e-01 -1.227060225978775787e-01
2.046731307552111523e-01 7.637969484331407211e-01 -7.660890345222424180e-01
1.479724397126732927e-01 1.310422458112266098e+00 5.875055075565268486e-02
1.443981081071702699e-01 -1.034657225676441694e+00 -9.602680165748608831e-02
1.632993594126189718e-01 -8.161511950739729349e-01 1.488360935732686574e+00
2.263526948798448013e-01 1.479254262812661480e+00 -1.699735219601223868e-01
2.197117679287507730e-01 -8.189397549290301503e-01 1.645545627514056752e+00
1.795620562443629997e-01 1.131275409235666940e+00 5.503380963549814320e-01
1.706107482459964519e-01 1.034185858297381078e+00 1.376791313284634333e+00
3.403623974028015253e-02 1.436386714625381478e+00 -7.243482795127066387e-01
1.934939657861729778e-01 -8.329933481697251452e-01 -4.281994624875234967e-01
2.763705530127788523e-01 -4.322747414924157927e-01 -2.533127505251199008e+00
1.404157028109875860e-01 1.187769202656782319e+00 3.756668992221299797e-01
1.941493585025437230e-01 5.953970968867434710e-01 -1.929804642526983249e-01
1.786031344787603059e-01 1.878008384039921499e-02 -7.237938590344556999e-01
1.814751134675064159e-01 -2.201746063308617218e-01 3.535769909036886594e-01
2.378311603218158377e-01 -1.180945820253584300e+00 4.014294658955487871e-01
3.127421727981780641e-01 3.444791445938155672e-01 -1.408967610518218505e+00
2.501086627163283671e-01 4.964105453340685870e-01 6.062175091421295736e-01
1.957692048733179202e-01 1.103032307736057788e-01 1.950117112031891642e+00
1.598715393252933270e-01 2.273360830491088780e-01 2.820068687061280110e-01
1.170344125728668694e-02 -1.427899323400478426e+00 -7.646664483317914263e-01
7.254126165111068891e-02 2.016374570265615063e+00 -7.217675718850984357e-01
2.362050934551578329e-01 5.652824245888556087e-02 1.662259462289777501e+00
1.754956578861512073e-01 -7.530568933907662021e-01 6.034227801928944146e-01
1.810063307344308425e-01 -2.483839634440507815e+00 9.603434423011965038e-01
1.747821085691390885e-01 4.169351972671760942e-01 -5.929021329437926813e-01
1.032389975035557794e-01 1.883853717931512017e+00 8.391087574492522849e-01
5.212654014025853988e-02 -1.423838345525251237e+00 -1.522158931446954577e+00
1.055183112954212882e-01 -1.113629653456621238e+00 5.771764795775531365e-01
1.633200934558634854e-01 -5.744176981269334681e-02 1.579377071081757011e-01
1.410112211631558143e-01 -2.060266956853536779e+00 -4.875624657276531049e-01
2.625606157279844477e-01 -6.268869788507351881e-01 7.337497425239086768e-01
3.128129656692010263e-01 2.162052861415351690e-01 -2.905545672507811594e-01
3.841768464070690614e-01 1.310368939736195726e+00 6.196261428941630678e-01
3.407376484210454803e-01 -9.975195034863096888e-01 1.268132936514287712e+00
3.799936427387131110e-01 -2.112735020509122486e-01 3.779414401642451349e-01
2.353383168940972325e-01 4.948604092046179348e-01 -8.035601954453088780e-01
3.409474851221079850e-01 -2.189574406821459263e-01 -3.569289690548508531e+00
3.480335686957621855e-01 3.547114971969343722e-02 8.371702443338872035e-01
1.428728365121451072e-01 -5.210473997568907389e-01 -1.582276297514503827e-01
3.305681108056754969e-01 1.019948604044881968e+00 8.821905228065509696e-01
2.836510167594133991e-01 7.888646327400012925e-01 2.054097465344045248e-01
1.542003336731005980e-01 7.815729342309726269e-01 -4.653729997271296992e-02
1.771626280057953529e-01 -1.214435171926413926e+00 -6.041811758596457027e-01
1.669549731393976943e-01 -1.007944137623687508e+00 3.789520503546377483e-01
1.161191672075219394e-01 -1.105016340924541984e-01 2.441306151618277964e-01
4.690224439492716307e-02 -6.347766143955738682e-01 1.545958951864570829e-01
1.161431420441489254e-01 6.072841781226087088e-01 3.961247224639787845e-01
1.170961186038545626e-01 4.973942259238029462e-01 -1.253186459222328963e+00
9.626401216790099469e-03 -3.238004751251841173e-01 -1.197748586544405414e-01
-8.575725253841351425e-02 -1.276938146753012315e+00 3.698851194723840052e-01
3.901658665748448246e-02 2.936801302127594465e-02 1.230417709178286190e+00
4.899481432983369272e-02 1.040112550112718193e+00 1.119534454280865399e+00
2.783105459899614872e-02 -6.688958277090297777e-01 -4.486434723865471985e-02
8.302455519346745028e-02 -1.806871383926293984e+00 3.778824511263251251e-01
2.254067128730063291e-03 -5.972893630439538581e-01 -8.811593996580969756e-01
7.337337865702991957e-02 -2.125444497972833968e+00 1.254718790822139773e+00
4.653542549584755578e-02 2.225972653468270224e+00 -1.696292685675875322e-01
6.963755500782167762e-02 9.958670068722015323e-01 3.652233788500459655e-01
-5.303345330794072970e-02 -1.151540160721705952e+00 -3.243077692714334548e-01
-2.576314768391554932e-02 -4.849909254937842529e-01 -1.779556790447580195e+00
1.307091273244272434e-01 -1.903989414998577268e-01 -2.776848593226596495e+00
1.149230473283265191e-01 -1.682028656387201782e+00 5.446293172107781466e-02
-1.987599403252451880e-02 -6.943631302415432804e-01 1.423483403344401932e+00
2.399063582181736043e-02 5.342293959866328823e-01 1.606844832263618406e+00
1.806353363781672272e-02 -2.994868217565700430e-01 2.473927556644730519e+00
5.259970447176060687e-02 -1.704713522574184958e-01 -2.217579454815658213e+00
-7.698539242051860576e-02 -1.090210529228626338e-02 5.447914311035444435e-01
-7.129719198991141260e-02 8.004846133068613256e-02 -2.081915681485511649e-01
-7.810113586026884436e-02 -1.597571395445825049e+00 -7.901061842440117167e-02
7.193224345516098517e-02 2.046984686030187683e-01 5.648692354098086010e-01
5.771529100566348547e-02 -1.711088938115704061e-02 2.474507424221850549e+00
-6.225007301075388688e-02 1.222877078155649722e+00 7.436153997137726623e-01
-4.822122428300582714e-02 8.053982548490913329e-01 -4.369203443812786913e-01
-4.526813376433723446e-02 -2.787881795110387917e-01 8.228527028489860395e-01
-6.274410067460839402e-02 -9.803925408937886887e-01 -1.665713902844071781e-01
-3.733105532217104172e-02 -7.310730930935157579e-01 5.007047667752527742e-01
-1.929541212259743010e-01 3.389641762400630309e-01 -2.833113984982083888e+00
-1.957329835025226339e-01 3.978519929458737003e-01 6.682221086172216440e-01
-2.445786450915874433e-01 -2.682822972782757720e+00 1.391148056030523383e-01
-2.307469763552836006e-01 1.851806020714627188e+00 -6.101751316424253169e-01
